name,year,place,chef,category,location,ranking
"Uni, Toro, Coppa, and others",2017,"Uni, Toro, Coppa, and others",Ken Oringer,Outstanding Restaurateur,"Boston, Massachusetts",Nominee
Copine,2017,Copine,Shaun McCrain,Best Chef: Northwest,"Seattle, Washington",Semifinalist
Aviary,2017,Aviary,Sarah Pliner,Best Chef: Northwest,"Portland, Oregon",Semifinalist
"Boka Restaurant Group (Boka, Girl & the Goat, Momotaro, and others)",2017,"Boka Restaurant Group (Boka, Girl & the Goat, Momotaro, and others)",Rob Katz,Outstanding Restaurateur,"Chicago, Illinois",Nominee
Nodoguro,2017,Nodoguro,Ryan Roadhouse,Best Chef: Northwest,"Portland, Oregon",Semifinalist
Altura,2017,Altura,Nathan Lockwood,Best Chef: Northwest,"Seattle, Washington",Semifinalist
Ox,2017,Ox,Gabrielle Quinonez Denton,Best Chef: Northwest,"Portland, Oregon",Winner
Rajat Parr,2017,Rajat Parr,,Who's Who of Food & Beverage in America,"Lompoc, California",Winner
Michel Nischan,2017,Michel Nischan,,Who's Who of Food & Beverage in America,"Bridgeport, Connecticut",Winner
Roger Berkowitz,2017,Roger Berkowitz,,Who's Who of Food & Beverage in America,"Boston, Massachusetts",Winner
Il Corvo,2017,Il Corvo,Mike Easton,Best Chef: Northwest,"Seattle, Washington",Semifinalist
Mas Taco,2017,Mas Taco,Mike Muirhead,Best Chef: Northwest,"Red Lodge, Montana",Semifinalist
Fleur de Sel,2017,Fleur de Sel,Laurent Zirotti,Best Chef: Northwest,"Post Falls, Idaho",Semifinalist
Castagna and Café Castagna,2017,Castagna and Café Castagna,Monique Siu,Outstanding Restaurateur,"Portland, Oregon",Semifinalist
Upper Bar Ferdinand,2017,Upper Bar Ferdinand,,Best New Restaurant,"Seattle, Washington",Semifinalist
"The Bartolotta Restaurants (Ristorante Bartolotta, Harbor House, Lake Park Bistro, and others)",2017,"The Bartolotta Restaurants (Ristorante Bartolotta, Harbor House, Lake Park Bistro, and others)",Joe Bartolotta,Outstanding Restaurateur,"Milwaukee, Wisconsin",Semifinalist
Tartine Manufactory,2017,Tartine Manufactory,,Best New Restaurant,"San Francisco, California",Nominee
229 Parks Restaurant & Tavern,2017,229 Parks Restaurant & Tavern,Laura Cole,Best Chef: Northwest,"Denali National Park & Preserve, Alaska",Semifinalist
Studio at Montage,2017,Studio at Montage,,Outstanding Wine Program,"Laguna Beach, California",Semifinalist
Rouge Tomate,2017,Rouge Tomate,,Outstanding Wine Program,"New York, New York",Semifinalist
Press,2017,Press,,Outstanding Wine Program,"St. Helena, California",Semifinalist
Fire Island Rustic Bakeshop,2017,Fire Island Rustic Bakeshop,Carlyle Watt,Outstanding Baker,"Anchorage, Alaska",Semifinalist
O Ya,2017,O Ya,,Outstanding Wine Program,"Boston, Massachusetts",Semifinalist
LocoL,2017,LocoL,Daniel Patterson,Outstanding Chef,"Los Angeles, California",Semifinalist
Wataru,2017,Wataru,Kotaro Kumita,Best Chef: Northwest,"Seattle, Washington",Semifinalist
Ava Gene’s,2017,Ava Gene’s,Joshua McFadden,Best Chef: Northwest,"Portland, Oregon",Semifinalist
Ataula,2017,Ataula,Jose Chesa,Best Chef: Northwest,"Portland, Oregon",Semifinalist
Jory at the Allison Inn & Spa,2017,Jory at the Allison Inn & Spa,,Outstanding Wine Program,"Newberg, Oregon",Semifinalist
Dogfish Head Craft Brewery,2017,Dogfish Head Craft Brewery,Sam Calagione,"Outstanding Wine, Spirits, or Beer Professional","Milton, Delaware",Winner
"Columbia Restaurant Group (The Columbia, Ulele, Goody Goody)",2017,"Columbia Restaurant Group (The Columbia, Ulele, Goody Goody)",Richard Gonzmart,Outstanding Restaurateur,"Tampa, Florida",Semifinalist
FnB,2017,FnB,,Outstanding Wine Program,"Scottsdale, Arizona",Semifinalist
Salare,2017,Salare,Edouardo Jordan,Best Chef: Northwest,"Seattle, Washington",Nominee
Empire State South,2017,Empire State South,,Outstanding Wine Program,"Atlanta, Georgia",Semifinalist
Emeril’s New Orleans,2017,Emeril’s New Orleans,,Outstanding Wine Program,"New Orleans, Louisiana",Nominee
Corkbuzz,2017,Corkbuzz,,Outstanding Wine Program,"New York, New York",Semifinalist
Little Tart Bakeshop,2017,Little Tart Bakeshop,Sarah O'Brien,Outstanding Baker,"Atlanta, Georgia",Semifinalist
"H Town Restaurant Group (Hugo’s, Caracol, Backstreet Cafe, and others)",2017,"H Town Restaurant Group (Hugo’s, Caracol, Backstreet Cafe, and others)",Tracy Vaught,Outstanding Restaurateur,"Houston, Texas",Semifinalist
Russian River Brewing Company,2017,Russian River Brewing Company,Vinnie Cilurzo,"Outstanding Wine, Spirits, or Beer Professional","Santa Rosa, California",Semifinalist
Eventide Oyster Co.,2017,Eventide Oyster Co.,Mike Wiley,Best Chef: Northeast,"Portland, Maine",Winner
Le Coucou,2017,Le Coucou,,Best New Restaurant,"New York, New York",Winner
Willows Inn on Lummi Island,2017,Willows Inn on Lummi Island,Blaine Wetzel,Outstanding Chef,"Lummi Island, Washington",Semifinalist
Sweet Home Café at the National Museum of African American History and Culture,2017,Sweet Home Café at the National Museum of African American History and Culture,,Best New Restaurant,"Washington, District of Columbia",Semifinalist
Woodberry Kitchen,2017,Woodberry Kitchen,,Outstanding Service,"Baltimore, Maryland",Semifinalist
Littorai Wines,2017,Littorai Wines,Ted Lemon,"Outstanding Wine, Spirits, or Beer Professional","Sebastopol, California",Semifinalist
Spago,2017,Spago,,Outstanding Service,"Beverly Hills, California",Semifinalist
North Pond,2017,North Pond,,Outstanding Service,"Chicago, Illinois",Semifinalist
Mélisse,2017,Mélisse,,Outstanding Service,"Santa Monica, California",Semifinalist
Clear Creek Distillery,2017,Clear Creek Distillery,Stephen McCarthy,"Outstanding Wine, Spirits, or Beer Professional","Portland, Oregon",Semifinalist
Marché Moderne,2017,Marché Moderne,,Outstanding Service,"Costa Mesa, California",Semifinalist
The Black Sheep,2017,The Black Sheep,Ellen Gedra,Best Chef: Northeast,"Buffalo, New York",Semifinalist
SRV,2017,SRV,,Best New Restaurant,"Boston, Massachusetts",Semifinalist
Poole’s Diner,2017,Poole’s Diner,Ashley Christensen,Outstanding Chef,"Raleigh, North Carolina",Semifinalist
SingleThread,2017,SingleThread,,Best New Restaurant,"Healdsburg, California",Semifinalist
Brigtsen’s,2017,Brigtsen’s,,Outstanding Service,"New Orleans, Louisiana",Semifinalist
Zahav,2017,Zahav,,Outstanding Service,"Philadelphia, Pennsylvania",Nominee
Terra,2017,Terra,,Outstanding Service,"St. Helena, California",Nominee
High Wire Distilling Company,2017,High Wire Distilling Company,Scott Blackwell,"Outstanding Wine, Spirits, or Beer Professional","Charleston, South Carolina",Semifinalist
Marea,2017,Marea,,Outstanding Service,"New York, New York",Nominee
Locanda Verde,2017,Locanda Verde,Andrew Carmellini,Outstanding Chef,"New York, New York",Semifinalist
Shibumi,2017,Shibumi,,Best New Restaurant,"Los Angeles, California",Semifinalist
Sine Qua Non,2017,Sine Qua Non,Manfred Krankl,"Outstanding Wine, Spirits, or Beer Professional","Oak View, California",Semifinalist
Three Stones,2017,Three Stones,Christian Makay,Best Chef: Northeast,"Brattleboro, Vermont",Semifinalist
Linden Vineyards,2017,Linden Vineyards,Jim Law,"Outstanding Wine, Spirits, or Beer Professional","Linden, Virginia",Semifinalist
Aria,2017,Aria,,Outstanding Service,"Atlanta, Georgia",Semifinalist
Saté Kampar,2017,Saté Kampar,,Best New Restaurant,"Philadelphia, Pennsylvania",Semifinalist
The Varnish,2017,The Varnish,,Outstanding Bar Program,"Los Angeles, California",Semifinalist
The Portland Hunt + Alpine Club,2017,The Portland Hunt + Alpine Club,,Outstanding Bar Program,"Portland, Maine",Semifinalist
Dad’s Hat Pennsylvania Rye Whiskey,2017,Dad’s Hat Pennsylvania Rye Whiskey,John S. Cooper,"Outstanding Wine, Spirits, or Beer Professional","Bristol, Pennsylvania",Semifinalist
The Esquire Tavern,2017,The Esquire Tavern,,Outstanding Bar Program,"San Antonio, Texas",Semifinalist
Lantern,2017,Lantern,Andrea Reusing,Outstanding Chef,"Chapel Hill, North Carolina",Semifinalist
SakéOne,2017,SakéOne,Greg Lorenz,"Outstanding Wine, Spirits, or Beer Professional","Forest Grove, Oregon",Semifinalist
Oleana,2017,Oleana,Ana Sortun,Outstanding Chef,"Cambridge, Massachusetts",Semifinalist
Loyal Nine,2017,Loyal Nine,Marc Sheehan,Best Chef: Northeast,"Cambridge, Massachusetts",Semifinalist
Hen of the Wood,2017,Hen of the Wood,Eric Warnstedt,Best Chef: Northeast,"Burlington, Vermont",Semifinalist
Berkshire Mountain Distillers,2017,Berkshire Mountain Distillers,Chris Weld,"Outstanding Wine, Spirits, or Beer Professional","Sheffield, Massachusetts",Semifinalist
Pineapple and Pearls,2017,Pineapple and Pearls,,Best New Restaurant,"Washington, District of Columbia",Nominee
Nick’s on Broadway,2017,Nick’s on Broadway,Derek Wagner,Best Chef: Northeast,"Providence, Rhode Island",Semifinalist
Asta,2017,Asta,Alex Crabb,Best Chef: Northeast,"Boston, Massachusetts",Semifinalist
Francine Bistro,2017,Francine Bistro,Brian Hill,Best Chef: Northeast,"Camden, Maine",Semifinalist
Shepard,2017,Shepard,Susan Regis,Best Chef: Northeast,"Cambridge, Massachusetts",Nominee
Birch,2017,Birch,Benjamin Sukle,Best Chef: Northeast,"Providence, Rhode Island",Nominee
No Anchor,2017,No Anchor,,Best New Restaurant,"Seattle, Washington",Semifinalist
KYU,2017,KYU,,Best New Restaurant,"Miami, Florida",Semifinalist
Marvel Bar,2017,Marvel Bar,,Outstanding Bar Program,"Minneapolis, Minnesota",Semifinalist
Bâtard,2017,Bâtard,Markus Glocker,Best Chef: New York City,"New York, New York",Semifinalist
Martha,2017,Martha,,Outstanding Bar Program,"Philadelphia, Pennsylvania",Semifinalist
Carbone,2017,Carbone,Rich Torrisi,Best Chef: New York City,"New York, New York",Semifinalist
Kimball House,2017,Kimball House,,Outstanding Bar Program,"Decatur, Georgia",Semifinalist
Craft,2017,Craft,Shannon Swindle,Outstanding Pastry Chef,"Los Angeles, California",Semifinalist
Nix,2017,Nix,John Fraser,Best Chef: New York City,"New York, New York",Semifinalist
Coi,2017,Coi,Nick Muncy,Outstanding Pastry Chef,"San Francisco, California",Semifinalist
Katoi,2017,Katoi,,Best New Restaurant,"Detroit, Michigan",Semifinalist
Chesapeake & Maine,2017,Chesapeake & Maine,,Outstanding Bar Program,"Rehoboth Beach, Delaware",Semifinalist
Standard Baking Co.,2017,Standard Baking Co.,Alison Pray,Outstanding Baker,"Portland, Maine",Semifinalist
Mission Chinese Food,2017,Mission Chinese Food,Danny Bowien,Best Chef: New York City,"New York, New York",Semifinalist
Empellón Cocina,2017,Empellón Cocina,Alex Stupak,Best Chef: New York City,"New York, New York",Semifinalist
Piccolo,2017,Piccolo,Ilma Jeil Lopez,Outstanding Pastry Chef,"Portland, Maine",Semifinalist
Gwen,2017,Gwen,,Best New Restaurant,"Los Angeles, California",Semifinalist
Flora Street Cafe,2017,Flora Street Cafe,,Best New Restaurant,"Dallas, Texas",Semifinalist
Gabriel Kreuther,2017,Gabriel Kreuther,Marc Aumont,Outstanding Pastry Chef,"New York, New York",Semifinalist
Annisa,2017,Annisa,Anita Lo,Best Chef: New York City,"New York, New York",Nominee
FT33,2017,FT33,Maggie Huff,Outstanding Pastry Chef,"Dallas, Texas",Semifinalist
The Dead Rabbit,2017,The Dead Rabbit,,Outstanding Bar Program,"New York, New York",Nominee
St. Cecilia,2017,St. Cecilia,Meyer Davis,Outstanding Restaurant Design (76 Seats and Over),"Atlanta, Georgia",Winner
The Federal,2017,The Federal,,Best New Restaurant,"Atlanta, Georgia",Semifinalist
Port Fonda,2017,Port Fonda,Patrick Ryan,Best Chef: Midwest,"Kansas City, Missouri",Semifinalist
Momotaro,2017,Momotaro,AvroKO,Outstanding Restaurant Design (76 Seats and Over),"Chicago, Illinois",Nominee
Público,2017,Público,Mike Randolph,Best Chef: Midwest,"University City, Missouri",Semifinalist
Scratch,2017,Scratch,Phoebe Lawless,Outstanding Baker,"Durham, North Carolina",Semifinalist
Travail Kitchen & Amusements,2017,Travail Kitchen & Amusements,Bob Gerken,Best Chef: Midwest,"Robbinsdale, Minnesota",Semifinalist
Clyde Common,2017,Clyde Common,,Outstanding Bar Program,"Portland, Oregon",Nominee
Bar Agricole,2017,Bar Agricole,,Outstanding Bar Program,"San Francisco, California",Nominee
Sidney Street Cafe,2017,Sidney Street Cafe,Kevin Nashan,Best Chef: Midwest,"St. Louis, Missouri",Winner
Driftless Café,2017,Driftless Café,Luke Zahm,Best Chef: Midwest,"Viroqua, Wisconsin",Semifinalist
Esker Grove at the Walker Art Center,2017,Esker Grove at the Walker Art Center,,Best New Restaurant,"Minneapolis, Minnesota",Semifinalist
Alba,2017,Alba,Joe Tripp,Best Chef: Midwest,"Des Moines, Iowa",Semifinalist
Gwen Butcher Shop & Restaurant,2017,Gwen Butcher Shop & Restaurant,Home Studios,Outstanding Restaurant Design (76 Seats and Over),"Los Angeles, California",Nominee
Heyday,2017,Heyday,Jim Christiansen,Best Chef: Midwest,"Minneapolis, Minnesota",Semifinalist
Salty Tart,2017,Salty Tart,Michelle Gayer,Outstanding Baker,"Minneapolis, Minnesota",Semifinalist
Upton 43,2017,Upton 43,Erick Harcey,Best Chef: Midwest,"Minneapolis, Minnesota",Semifinalist
Heritage Tavern,2017,Heritage Tavern,Dan Fox,Best Chef: Midwest,"Madison, Wisconsin",Semifinalist
The Spotted Pig,2017,The Spotted Pig,,Outstanding Restaurant,"New York, New York",Nominee
Brewer’s Table at Surly Brewing Co.,2017,Brewer’s Table at Surly Brewing Co.,Jorge Guzman,Best Chef: Midwest,"Minneapolis, Minnesota",Nominee
Denise Cerreta,2017,Denise Cerreta,,Humanitarian of the Year,,Winner
Evan Kleiman,2017,Evan Kleiman,,Who's Who of Food & Beverage in America,"Santa Monica, California",Winner
Suzanne Goin,2017,Suzanne Goin,,Who's Who of Food & Beverage in America,"Los Angeles, California",Winner
République,2017,République,Margarita Manzke,Outstanding Pastry Chef,"Los Angeles, California",Nominee
Thip Khao,2017,Thip Khao,Seng Luangrath,Best Chef: Mid-Atlantic,"Washington, District of Columbia",Semifinalist
Willa Jean,2017,Willa Jean,Kelly Fields,Outstanding Pastry Chef,"New Orleans, Louisiana",Nominee
Sagami,2017,Sagami,,Outstanding Restaurant,"Collingswood, New Jersey",Semifinalist
Elements,2017,Elements,Scott Anderson,Best Chef: Mid-Atlantic,"Princeton, New Jersey",Semifinalist
Sushi Taro,2017,Sushi Taro,Nobu Yamazaki,Best Chef: Mid-Atlantic,"Washington, District of Columbia",Semifinalist
La Farm Bakery,2017,La Farm Bakery,Lionel Vatinet,Outstanding Baker,"Cary, North Carolina",Semifinalist
All-Purpose Pizzeria,2017,All-Purpose Pizzeria,Mike Friedman,Best Chef: Mid-Atlantic,"Washington, District of Columbia",Semifinalist
Quince,2017,Quince,,Outstanding Restaurant,"San Francisco, California",Nominee
Cure,2017,Cure,Justin Severino,Best Chef: Mid-Atlantic,"Pittsburgh, Pennsylvania",Semifinalist
Ken’s Artisan Bakery,2017,Ken’s Artisan Bakery,Ken Forkish,Outstanding Baker,"Portland, Oregon",Nominee
The Shack,2017,The Shack,Ian Boden,Best Chef: Mid-Atlantic,"Staunton, Virginia",Semifinalist
Domaine Hudson,2017,Domaine Hudson,Dwain Kalup,Best Chef: Mid-Atlantic,"Wilmington, Delaware",Semifinalist
Nopa,2017,Nopa,,Outstanding Restaurant,"San Francisco, California",Semifinalist
Leo's Oyster Bar,2017,Leo's Oyster Bar,Ken Fulk Inc.,Outstanding Restaurant Design (75 Seats and Under),"San Francisco, California",Nominee
The Pass,2017,The Pass,Terrence Gallivan,Best Chef: Southwest,"Houston, Texas",Semifinalist
Black Trumpet,2017,Black Trumpet,Evan Mallett,Best Chef: Northeast,"Portsmouth, New Hampshire",Semifinalist
Momofuku Noodle Bar,2017,Momofuku Noodle Bar,,Outstanding Restaurant,"New York, New York",Nominee
Farmhaus,2017,Farmhaus,Kevin Willmann,Best Chef: Midwest,"St. Louis, Missouri",Nominee
Rye,2017,Rye,Megan Garrelts,Outstanding Pastry Chef,"Leawood, Kansas",Semifinalist
Maple & Ash,2017,Maple & Ash,Aya Fukai,Outstanding Pastry Chef,"Chicago, Illinois",Semifinalist
Guerrilla Tacos,2017,Guerrilla Tacos,Wes Avila,Best Chef: West,"Los Angeles, California",Semifinalist
Liholiho Yacht Club,2017,Liholiho Yacht Club,Ravi Kapur,Best Chef: West,"San Francisco, California",Semifinalist
Juhu Beach Club,2017,Juhu Beach Club,Preeti Mistry,Best Chef: West,"Oakland, California",Semifinalist
Night + Market Song,2017,Night + Market Song,Kris Yenbamroong,Best Chef: West,"Los Angeles, California",Semifinalist
Metzger Bar and Butchery,2017,Metzger Bar and Butchery,Brittanny Anderson,Best Chef: Mid-Atlantic,"Richmond, Virginia",Semifinalist
Hawker Fare,2017,Hawker Fare,James Syhabout,Best Chef: West,"San Francisco, California",Semifinalist
Ippuku,2017,Ippuku,Christian Geideman,Best Chef: West,"Berkeley, California",Semifinalist
L’Etoile,2017,L’Etoile,,Outstanding Restaurant,"Madison, Wisconsin",Semifinalist
Cassia,2017,Cassia,Bryant Ng,Best Chef: West,"Santa Monica, California",Semifinalist
Una Pizza Napoletana,2017,Una Pizza Napoletana,Anthony Mangieri,Best Chef: West,"San Francisco, California",Semifinalist
Gjelina,2017,Gjelina,Travis Lett,Best Chef: West,"Venice, California",Nominee
EL Ideas,2017,EL Ideas,Phillip Foss,Best Chef: Great Lakes,"Chicago, Illinois",Semifinalist
Trois Mec,2017,Trois Mec,Ludovic Lefebvre,Best Chef: West,"Los Angeles, California",Nominee
Rustic Canyon,2017,Rustic Canyon,Jeremy Fox,Best Chef: West,"Santa Monica, California",Nominee
Atelier Crenn,2017,Atelier Crenn,Dominique Crenn,Best Chef: West,"San Francisco, California",Nominee
Tei-An Soba House,2017,Tei-An Soba House,Teiichi Sakurai,Best Chef: Southwest,"Dallas, Texas",Semifinalist
L’Atelier de Joël Robuchon,2017,L’Atelier de Joël Robuchon,,Outstanding Restaurant,"Las Vegas, Nevada",Semifinalist
Barrio Urbano,2017,Barrio Urbano,Silvana Salcido Esparza,Best Chef: Southwest,"Phoenix, Arizona",Semifinalist
Forest,2017,Forest,Nick Janutol,Best Chef: Great Lakes,"Birmingham, Michigan",Semifinalist
Casa Rubia,2017,Casa Rubia,Omar Flores,Best Chef: Southwest,"Dallas, Texas",Semifinalist
Mita’s,2017,Mita’s,Jose Salazar,Best Chef: Great Lakes,"Cincinnati, Ohio",Semifinalist
Kata Robata,2017,Kata Robata,Manabu Horiuchi,Best Chef: Southwest,"Houston, Texas",Semifinalist
Los Poblanos,2017,Los Poblanos,Jonathan Perno,Best Chef: Southwest,"Los Ranchos de Albuquerque, New Mexico",Semifinalist
Knife,2017,Knife,John Tesar,Best Chef: Southwest,"Dallas, Texas",Semifinalist
Milktooth,2017,Milktooth,Jonathan Brooks,Best Chef: Great Lakes,"Indianapolis, Indiana",Semifinalist
Hell's Backbone Grill,2017,Hell's Backbone Grill,Blake Spalding,Best Chef: Southwest,"Boulder, Utah",Semifinalist
42 Grams,2017,42 Grams,Jake Bickelhaupt,Best Chef: Great Lakes,"Chicago, Illinois",Semifinalist
Highlands Bar and Grill,2017,Highlands Bar and Grill,,Outstanding Restaurant,"Birmingham, Alabama",Nominee
Sumi Robata Bar,2017,Sumi Robata Bar,Gene Kato,Best Chef: Great Lakes,"Chicago, Illinois",Semifinalist
Black Cat,2017,Black Cat,Eric Skokan,Best Chef: Southwest,"Boulder, Colorado",Semifinalist
Ruxbin,2017,Ruxbin,Edward Kim,Best Chef: Great Lakes,"Chicago, Illinois",Semifinalist
Lucia,2017,Lucia,David Uygur,Best Chef: Southwest,"Dallas, Texas",Semifinalist
Mercantile,2017,Mercantile,Alex Seidel,Best Chef: Southwest,"Denver, Colorado",Semifinalist
Acorn,2017,Acorn,Steven Redzikowski,Best Chef: Southwest,"Denver, Colorado",Nominee
Nico Osteria,2017,Nico Osteria,Erling Wu-Bower,Best Chef: Great Lakes,"Chicago, Illinois",Nominee
Enfin Farms,2017,Enfin Farms,Elizabeth Degener,Outstanding Baker,"Cape May, New Jersey",Semifinalist
